Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Tunisia,TUN,,866155456,880027761,1026737632,1025866811,991047619,1040952381,1085714286,1214666667,1289904762,1439238095,1685152605,2237570219,2730787476,3545852329,4328933304,4508139372,5109919571,5968474422,7188899277,8743054698,8428513568,8133538743,8350545840,8254573073,8410185740,9017795297,9696739314,10096292842,10101862386,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473261837,22066031834,23141616605,27453084983,31183059012,32282960678,34377235162,38848711944,44736953169,43607568688,44377742071,46434616144
Turkey,TUR,13995124535,8017479301,8919043238,10351885925,11172953082,11945722171,14119135235,15664673413,17500000000,19466666667,17086956522,16256619964,20431095406,25724381625,35599913836,44633707243,51280134554,58676813687,65147022486,89394085658,68789289566,71040020140,64546332581,61678280115,59989909458,67234948265,75728009963,87172789528,90852814005,107143348667,150676291094,151041248184,159095003188,180422294772,130690172297,169485941048,181475555283,189834649111,269287100115,249751470869,266567531990,196005288838,232534560775,303005302818,392166274991,482979839238,530900094505,647155131629,730337495966,614553921823,731144392556,774983417981
Turkmenistan,TKM,,,,,,,,,,,,,,,,,,,,,,,,,,,,2368660561,2988678841,3049945191,3232066837,3197224007,3200539816,3179225949,2561118608,2482228440,2379281768,2450084970,2605688065,2450686660,2904662605,3534771969,4462028989,5977440583,6838351088,8104355717,10277598152,12664165103,19271523179,20214385965,22148070175,28061754386
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,TUV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8824746,9365488,9742604,9631025,10887217,11025680,12335200,12701094,12757406,13686700,13741847,13196230,15451294,18230893,21535707,21839581,22820838,27173244,30185176,27001200,31816525,35804372
Uganda,UGA,423145689,441667041,449158317,516315651,589247478,884502339,925381522,967240687,1037379286,1168556667,1259554850,1417191702,1490970307,1701817912,2098945010,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647464,3519695203,3923244143,6269521859,6508931651,5276480933,4304399516,3321729208,2857457786,3220439178,3990430537,5755818793,6044585327,6269333313,6584815847,5998563258,6193246632,5840503703,6178563467,6336696289,7940362663,9237336678,9977209199,11916019463,14440830267,15803499657,17197398887,16809623489
Ukraine,UKR,,,,,,,,,,,,,,,,,,,,,,,,,,,,64087694038,74703517903,82707004266,81456431292,77464043753,73942294099,65648559195,52549555010,48213868185,44558077827,50150399813,41883241480,31580639053,31261527363,38009344577,42392896031,50132953288,64883060726,86142018069,107753069307,142719009901,179992405832,117227769792,136418622767,165245009991
United Arab Emirates,ARE,,,,,,,,,,,,,,,,14720672892,19213022856,24871774866,23775831263,31225462774,43598747467,49333424084,46622718557,42803323301,41807954192,40603650189,33943612060,36384908706,36275674166,41464995871,50701443696,51552165569,54239171831,55625170196,59305093918,65743666508,73571233920,78839008363,75674338445,84445475523,104337375343,103311643523,109816204634,124346361619,147824374543,180617023539,222105928741,258150041411,314844665222,270334929438,297648476848,360245074960
United Kingdom,GBR,72328047042,76694360636,80601939635,85443766670,93387598814,100595782309,107090721447,111185383410,104702736248,112676874822,124795414233,141173077754,162199828773,183042760578,197728221110,236425105833,227154794943,256549448458,325122723736,422476906755,541910295143,515030144695,490957372467,465676822798,438830806065,464268480493,570432424509,700547475078,851138384916,859414267016,1012576349432,1055844797178,1091751491751,981097780444,1060586164677,1157118510336,1219541341654,1368099214145,1461937727724,1503751820094,1475705855651,1468026486253,1601617206235,1855666938776,2196860009521,2295844712163,2452969436251,2825526440057,2648935779074,2183862761501,2256260000000,2445408064516
United States,USA,520531181568,539050934272,579748429824,611669508096,656912089088,712081997824,780760514560,825056165888,901455806464,973385170944,1024800000000,1113100000000,1225000000000,1369300000000,1485900000000,1623400000000,1809100000000,2013600000000,2276000000000,2543500000000,2767500000000,3103800000000,3227700000000,3506900000000,3900400000000,4184800000000,4425000000000,4698900000000,5061900000000,5439700000000,5750800000000,5930700000000,6261800000000,6582900000000,6993300000000,7338400000000,7751100000000,8256500000000,8741000000000,9301000000000,9898800000000,10233900000000,10590200000000,11089300000000,11797800000000,12564300000000,13314500000000,13961800000000,14219300000000,13898300000000,14419400000000,14991300000000
Uruguay,URY,1243993176,1549623556,1709221321,1538971682,1974511146,1889185075,1808775748,1598149807,1593701209,2004342742,2137241935,2807342742,2189502775,3964295673,4090252474,3538292267,3667161241,4114664911,4910255623,7181180175,10163020116,11048335541,9178802451,5102281489,4850241442,4732017873,5880112947,7367494222,8213515459,8438951476,9298839655,11206193313,12878157306,15002144584,17474578502,19297663097,20515465834,23969746851,25385928196,23983945191,22823255806,20898788420,13606494599,12045627411,13686333822,17362872710,19579479147,23410536955,30366148248,30497048979,39411996710,46709797684
Uzbekistan,UZB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360607991,13800157749,12953800571,13099928532,12899074347,13350461533,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10134453435,12030023548,14307509839,17030896203,22311393928,27917519211,32816828373,39332771014,45359432355
Vanuatu,VUT,,,,,,,,,,,,,,,,,,,,119258829,113423182,98746409,98144644,110123777,135553759,123698509,118691401,130834146,148545378,144482170,158397406,188869985,196142588,188080372,219260343,233902115,245177629,255890216,262301249,267999225,272014693,257926882,261712966,313350116,363753466,393296584,435400633,527743611,593437284,590448829,679009692,760039790
"Venezuela, RB",VEN,8607600069,8923366628,9873397859,10663375514,9113580696,9602944668,10096574670,10472776744,11470909285,11927570677,12993115056,14471557938,15922867181,19445932860,29087099933,31413164179,36272315695,42337056975,46507640231,55750554789,67135122864,75498829319,76693647866,78586503426,55952339080,57935742247,58915108094,45343793676,58428404474,42142303739,47027508385,51734363024,58470358476,58107555298,56529904239,74888742184,68258588863,85837385779,91338542542,97974136437,117147614566,122909734601,92889586976,83622191419,112451400423,145513489652,183477522124,230364012576,315600203540,329418979506,393807511437,316482190800
Vietnam,VNM,,,,,,,,,,,,,,,,,,,,,,,,,,14094688428,26336617864,36658108169,25423812494,6293304847,6471740486,9613369554,9866990096,13180954014,16286434094,20736163915,24657470332,26843701137,27209601996,28683658005,31172517272,32685199371,35058216051,39552513118,45427854693,52917296789,60913515795,71015592863,91094051435,97180304813,106426845157,123600141396
Virgin Islands (U.S.),VIR,24200000,25700000,36900000,41400000,53800000,66500000,84100000,115400000,173800000,211300000,219000000,257000000,307100000,351600000,395400000,399800000,440000000,461800000,512900000,606700032,727800000,821800000,832600000,916899968,985400000,990400000,1035600000,1147800064,1204600064,1343900032,1564700032,1671200000,1770899968,1996000000,,,,,,,,,,,,,,,,,,
West Bank and Gaza,PSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2828493967,3220099898,3361387739,3701277959,3944403662,4168899307,4113261233,3332382199,2832538290,3144395543,3606871948,4015865744,,,,,,
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647251908,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753787028,19081645406,21656550140,26917363956,25130088571,31042729623,33757503322
Zambia,ZMB,698739721,682359727,679279729,704339719,822639671,1061199576,1238999505,1340639464,1573739326,1926399230,1788779240,1653259296,1872416725,2434255188,2910981312,2442672141,2742859309,2515296940,2811032513,3353445540,3884531016,4008126571,3871117196,3321048349,2719518827,2252454551,1664413508,2265250999,3728878157,3994673263,3288381745,3376791604,3182810920,3273507683,3346576376,3477645423,3270303803,3910391437,3237205255,3131340054,3253551750,3653822712,3711284087,4341841414,5439176376,7178556337,10702200822,11541420982,14640792101,12805029522,16190196832,19206044932
Zimbabwe,ZWE,1052990384,1096646620,1117601632,1159511745,1217137959,1311435825,1281749476,1397001995,1479599898,1747998819,1884206350,2178716264,2677729443,3309353601,3982161446,4371300709,4318372004,4364382098,4351600474,5177459391,6678868224,8011373807,8539700674,7764066989,6352125901,5637259335,6217523684,6741215095,7814784052,8286322699,8783816666,8641481701,6751472201,6563813295,6890674989,7111270669,8553146597,8529571573,6401968164,6858013063,6689957610,6777384733,6342116354,5727591778,5805598443,5755215232,5443896500,5291950101,4415702801,6133240672,7433314460,9656199514
